ticker,primary_etf,effective_from,effective_to,status,mapping_note
BBY,XRT.US,2016-08-26,2016-12-20,approved,user_reviewed_retail_industry_proxy
EOG,IEO.US,2021-03-10,2021-10-26,approved,user_reviewed_oil_gas_exploration_industry_proxy
DHR,IHI.US,2016-09-20,2016-12-27,approved,user_reviewed_medical_devices_industry_proxy
ISRG,IHI.US,2016-02-26,2016-10-17,approved,user_reviewed_medical_devices_industry_proxy
CNC,IHF.US,2018-01-02,2018-10-22,approved,user_reviewed_healthcare_providers_industry_proxy
MRK,IHE.US,2022-06-27,2022-12-15,approved,user_reviewed_pharmaceuticals_industry_proxy
EQT,IEO.US,2025-01-06,2025-10-06,approved,user_reviewed_oil_gas_exploration_industry_proxy
MSCI,IAI.US,2021-08-05,2021-11-22,approved,user_reviewed_investment_services_industry_proxy
TMUS,IYZ.US,2020-04-06,2020-12-10,approved,user_reviewed_telecom_services_industry_proxy
EFX,,2021-07-15,2021-10-15,excluded,user_reviewed_no_direct_historical_industry_etf
ULTA,RTH.US,2016-06-20,2016-07-15,approved,user_reviewed_large_retail_industry_proxy
WRB,KBWP.US,2022-06-21,2022-12-12,approved,user_reviewed_property_casualty_insurance_industry_proxy
ETN,PAVE.US,2024-03-26,2024-06-03,approved,user_reviewed_infrastructure_industry_proxy
BCR,IHI.US,2017-04-26,2017-08-15,approved,user_reviewed_medical_devices_industry_proxy
CMA,IAT.US,2016-11-10,2016-12-27,approved,user_reviewed_regional_banks_industry_proxy
DE,MOO.US,2021-01-04,2021-05-17,approved,user_reviewed_agribusiness_industry_proxy
MCHP,SOXX.US,2016-06-10,2016-12-27,approved,user_reviewed_semiconductor_industry_proxy
TT,XHB.US,2024-02-05,2024-10-28,approved,user_reviewed_homebuilding_products_industry_proxy
NWSA,PBS.US,2021-02-01,2021-05-10,approved,user_reviewed_media_industry_proxy
UA,,2018-05-07,2018-11-26,excluded,user_reviewed_no_direct_historical_industry_etf
GPN,IPAY.US,2019-05-10,2019-12-26,approved,user_reviewed_payments_industry_proxy
SBAC,SRVR.US,2020-04-01,2020-09-15,approved,user_reviewed_data_infrastructure_real_estate_proxy
ZBRA,ROBO.US,2021-01-04,2021-09-20,approved,user_reviewed_robotics_automation_industry_proxy
MSCI,IAI.US,2019-04-10,2019-12-05,approved,user_reviewed_investment_services_industry_proxy
RHI,,2018-07-26,2018-08-27,excluded,user_reviewed_no_direct_historical_industry_etf
RMD,IHI.US,2020-01-06,2020-11-20,approved,user_reviewed_medical_devices_industry_proxy
CAT,PAVE.US,2018-01-02,2018-02-26,approved,user_reviewed_infrastructure_industry_proxy
MLM,PAVE.US,2019-08-01,2019-11-01,approved,user_reviewed_infrastructure_industry_proxy
CHD,RHS.US,2018-10-15,2018-12-26,approved,user_reviewed_consumer_staples_industry_proxy
ORCL,IGV.US,2024-09-20,2024-12-10,approved,user_reviewed_software_industry_proxy
ROL,,2020-06-01,2020-12-28,excluded,user_reviewed_no_direct_historical_industry_etf
QRVO,SOXX.US,2020-01-27,2020-12-28,approved,user_reviewed_semiconductor_industry_proxy
ATVI,GAMR.US,2017-06-26,2017-12-15,approved,user_reviewed_video_games_industry_proxy
MPWR,SOXX.US,2021-09-07,2021-12-10,approved,user_reviewed_semiconductor_industry_proxy
SNPS,IGV.US,2019-04-26,2019-11-01,approved,user_reviewed_software_industry_proxy
AKAM,FDN.US,2018-02-12,2018-06-20,approved,user_reviewed_internet_industry_proxy
MGM,BJK.US,2021-01-04,2021-07-06,approved,user_reviewed_gaming_industry_proxy
MS,IAI.US,2017-01-03,2017-07-05,approved,user_reviewed_investment_services_industry_proxy
SYMC,HACK.US,2017-02-06,2017-06-05,approved,user_reviewed_cybersecurity_industry_proxy
GOOGL,FDN.US,2016-01-04,2016-04-20,approved,user_reviewed_internet_industry_proxy
PODD,IHI.US,2025-01-27,2025-09-10,approved,user_reviewed_medical_devices_industry_proxy
APP,IGV.US,2025-11-26,2025-12-26,approved,user_reviewed_software_industry_proxy
CCL,PEJ.US,2025-01-02,2025-10-01,approved,user_reviewed_leisure_travel_industry_proxy
HII,ITA.US,2026-01-12,2026-03-05,approved,user_reviewed_aerospace_defense_industry_proxy
TJX,RTH.US,2018-06-26,2018-11-15,approved,user_reviewed_large_retail_industry_proxy
DPZ,PEJ.US,2020-07-15,2020-10-20,approved,user_reviewed_leisure_restaurants_industry_proxy
QCOM,SOXX.US,2020-10-26,2020-12-28,approved,user_reviewed_semiconductor_industry_proxy
EQIX,ICF.US,2016-01-04,2016-02-01,approved,user_reviewed_us_reit_industry_proxy
ISRG,IHI.US,2018-01-10,2018-10-10,approved,user_reviewed_medical_devices_industry_proxy
DISCK,PBS.US,2021-02-05,2021-04-05,approved,user_reviewed_media_industry_proxy
IBM,XSW.US,2025-06-05,2025-07-21,approved,user_reviewed_software_services_industry_proxy
MRK,IHE.US,2023-01-05,2023-05-05,approved,user_reviewed_pharmaceuticals_industry_proxy
UAA,,2021-01-15,2021-09-01,excluded,user_reviewed_no_direct_historical_industry_etf
CBOE,IAI.US,2023-01-03,2023-12-15,approved,user_reviewed_investment_services_industry_proxy
MOS,MOO.US,2018-10-10,2018-12-10,approved,user_reviewed_agribusiness_industry_proxy
GRMN,,2019-03-01,2019-12-26,excluded,user_reviewed_no_direct_historical_industry_etf
K,PBJ.US,2022-07-01,2022-10-20,approved,user_reviewed_food_beverage_industry_proxy
DXC,XSW.US,2017-07-17,2017-10-10,approved,user_reviewed_software_services_industry_proxy
FFIV,HACK.US,2025-01-06,2025-10-15,approved,user_reviewed_cybersecurity_industry_proxy
COL,ITA.US,2017-08-07,2017-10-20,approved,user_reviewed_aerospace_defense_industry_proxy
PCG,XLU.US,2023-03-01,2023-08-01,approved,user_reviewed_utilities_industry_proxy
SNPS,IGV.US,2020-01-06,2020-12-28,approved,user_reviewed_software_industry_proxy
WEC,XLU.US,2016-02-10,2016-07-05,approved,user_reviewed_utilities_industry_proxy
NOW,IGV.US,2023-08-28,2023-12-20,approved,user_reviewed_software_industry_proxy
DHI,ITB.US,2018-01-02,2018-01-22,approved,user_reviewed_homebuilders_industry_proxy
CBRE,XLRE.US,2024-10-10,2024-12-26,approved,user_reviewed_real_estate_industry_proxy
CZR,BJK.US,2021-05-26,2021-07-15,approved,user_reviewed_gaming_industry_proxy
NOW,IGV.US,2024-01-10,2024-12-20,approved,user_reviewed_software_industry_proxy
PCAR,CARZ.US,2023-01-26,2023-12-01,approved,user_reviewed_automotive_industry_proxy
PGR,KBWP.US,2022-03-15,2022-12-01,approved,user_reviewed_property_casualty_insurance_industry_proxy
SWKS,SOXX.US,2017-04-20,2017-06-26,approved,user_reviewed_semiconductor_industry_proxy
HUM,IHF.US,2020-02-05,2020-10-01,approved,user_reviewed_healthcare_providers_industry_proxy
IPG,PBS.US,2021-07-26,2021-10-01,approved,user_reviewed_media_industry_proxy
CCL,PEJ.US,2023-09-01,2023-12-11,approved,user_reviewed_leisure_travel_industry_proxy
CRM,IGV.US,2023-05-05,2023-12-20,approved,user_reviewed_software_industry_proxy
IRM,SRVR.US,2024-07-15,2024-12-05,approved,user_reviewed_data_infrastructure_real_estate_proxy
ON,SOXX.US,2026-04-27,2026-06-22,approved,user_reviewed_semiconductor_industry_proxy
RF,IAT.US,2016-11-15,2016-12-27,approved,user_reviewed_regional_banks_industry_proxy
TER,SOXX.US,2025-09-26,2025-12-26,approved,user_reviewed_semiconductor_industry_proxy
VTR,REZ.US,2024-08-12,2024-11-01,approved,user_reviewed_healthcare_residential_reit_proxy
BX,PSP.US,2024-01-02,2024-12-16,approved,user_reviewed_listed_private_equity_industry_proxy
DRI,PEJ.US,2025-04-01,2025-07-21,approved,user_reviewed_leisure_restaurants_industry_proxy
MHK,XHB.US,2021-01-11,2021-05-20,approved,user_reviewed_homebuilding_products_industry_proxy
UAA,,2018-04-05,2018-11-15,excluded,user_reviewed_no_direct_historical_industry_etf
ZION,IAT.US,2016-11-15,2016-12-27,approved,user_reviewed_regional_banks_industry_proxy
KR,PBJ.US,2022-03-07,2022-05-02,approved,user_reviewed_food_beverage_industry_proxy
PYPL,IPAY.US,2021-01-04,2021-03-05,approved,user_reviewed_payments_industry_proxy
DHR,IHI.US,2019-02-26,2019-07-26,approved,user_reviewed_medical_devices_industry_proxy
HUM,IHF.US,2022-07-01,2022-12-12,approved,user_reviewed_healthcare_providers_industry_proxy
ALL,KBWP.US,2024-01-05,2024-09-10,approved,user_reviewed_property_casualty_insurance_industry_proxy
CPB,PBJ.US,2022-07-15,2022-12-27,approved,user_reviewed_food_beverage_industry_proxy
DELL,MADE.US,2026-05-26,2026-06-26,approved,user_reviewed_us_manufacturing_industry_proxy
TEL,MADE.US,2025-08-11,2025-12-05,approved,user_reviewed_us_manufacturing_industry_proxy
IDXX,PAWZ.US,2025-08-05,2025-12-15,approved,user_reviewed_pet_care_industry_proxy
SYY,PBJ.US,2016-02-05,2016-08-10,approved,user_reviewed_food_beverage_industry_proxy
WST,IHI.US,2023-04-03,2023-10-26,approved,user_reviewed_medical_devices_industry_proxy
URI,PAVE.US,2023-03-06,2023-12-26,approved,user_reviewed_infrastructure_industry_proxy
XRAY,IHI.US,2019-03-11,2019-08-01,approved,user_reviewed_medical_devices_industry_proxy
CMS,XLU.US,2016-02-05,2016-07-05,approved,user_reviewed_utilities_industry_proxy
IRM,SRVR.US,2021-04-26,2021-12-20,approved,user_reviewed_data_infrastructure_real_estate_proxy
DHR,IHI.US,2017-02-27,2017-06-05,approved,user_reviewed_medical_devices_industry_proxy
GM,CARZ.US,2021-01-15,2021-04-15,approved,user_reviewed_automotive_industry_proxy
IDXX,IHI.US,2018-05-07,2018-08-20,approved,user_reviewed_medical_devices_industry_proxy
MS,IAI.US,2016-11-01,2016-12-20,approved,user_reviewed_investment_services_industry_proxy
NAVI,,2016-07-01,2016-12-20,excluded,user_reviewed_no_direct_historical_industry_etf
FTNT,CIBR.US,2024-11-11,2024-12-26,approved,user_reviewed_cybersecurity_industry_proxy
DFS,IPAY.US,2024-04-22,2024-12-16,approved,user_reviewed_payments_industry_proxy
DHR,IHI.US,2020-08-05,2020-11-20,approved,user_reviewed_medical_devices_industry_proxy
ED,XLU.US,2022-03-07,2022-09-26,approved,user_reviewed_utilities_industry_proxy
APD,IYM.US,2019-05-10,2019-08-20,approved,user_reviewed_basic_materials_industry_proxy
AVY,IYM.US,2016-02-26,2016-06-27,approved,user_reviewed_basic_materials_industry_proxy
GPC,FTXR.US,2022-08-01,2022-12-27,approved,user_reviewed_transportation_industry_proxy
WAT,IHI.US,2021-08-10,2021-09-20,approved,user_reviewed_medical_devices_industry_proxy
CAH,IHF.US,2023-02-15,2023-11-15,approved,user_reviewed_healthcare_providers_industry_proxy
CAT,PAVE.US,2017-09-20,2017-12-20,approved,user_reviewed_infrastructure_industry_proxy
TSCO,RTH.US,2019-01-22,2019-07-22,approved,user_reviewed_large_retail_industry_proxy
UHS,IHF.US,2024-08-05,2024-10-21,approved,user_reviewed_healthcare_providers_industry_proxy
WMB,ENFR.US,2016-06-15,2016-12-27,approved,user_reviewed_energy_infrastructure_industry_proxy
COIN,BITQ.US,2025-08-11,2025-11-05,approved,user_reviewed_crypto_industry_equity_proxy
GOOG,FDN.US,2016-01-04,2016-04-20,approved,user_reviewed_internet_industry_proxy
KMB,RHS.US,2016-01-04,2016-03-28,approved,user_reviewed_consumer_staples_industry_proxy
RL,,2024-02-12,2024-04-01,excluded,user_reviewed_no_direct_historical_industry_etf
CRM,IGV.US,2018-03-15,2018-10-01,approved,user_reviewed_software_industry_proxy
IRM,ICF.US,2016-05-16,2016-08-26,approved,user_reviewed_us_reit_industry_proxy
UAL,JETS.US,2017-01-03,2017-07-03,approved,user_reviewed_airlines_industry_proxy
MAA,REZ.US,2021-07-15,2021-12-27,approved,user_reviewed_residential_multisector_reit_proxy
WFM,PBJ.US,2017-07-10,2017-08-21,approved,user_reviewed_food_beverage_industry_proxy
BSX,IHI.US,2016-07-01,2016-09-26,approved,user_reviewed_medical_devices_industry_proxy
FDX,IYT.US,2020-08-17,2020-12-28,approved,user_reviewed_transportation_industry_proxy
GRMN,UFO.US,2024-05-06,2024-11-01,approved,user_reviewed_space_industry_proxy
MOS,MOO.US,2021-01-05,2021-04-20,approved,user_reviewed_agribusiness_industry_proxy
TYL,XSW.US,2024-08-05,2024-09-20,approved,user_reviewed_software_services_industry_proxy
EXC,XLU.US,2022-02-07,2022-04-11,approved,user_reviewed_utilities_industry_proxy
MMM,XLI.US,2024-07-22,2024-10-15,approved,user_reviewed_industrials_proxy
SLB,OIH.US,2022-01-18,2022-12-20,approved,user_reviewed_oil_services_industry_proxy
CTLT,XPH.US,2021-01-04,2021-02-22,approved,user_reviewed_pharmaceuticals_industry_proxy
DFS,IPAY.US,2025-01-27,2025-03-03,approved,user_reviewed_payments_industry_proxy
DLR,SRVR.US,2023-09-01,2023-12-05,approved,user_reviewed_data_infrastructure_real_estate_proxy
GOOG,FDN.US,2023-08-01,2023-10-20,approved,user_reviewed_internet_industry_proxy
PFE,IHE.US,2021-12-01,2021-12-27,approved,user_reviewed_pharmaceuticals_industry_proxy
FBHS,XHB.US,2020-01-10,2020-10-26,approved,user_reviewed_homebuilding_products_industry_proxy
FDX,IYT.US,2023-03-27,2023-10-05,approved,user_reviewed_transportation_industry_proxy
JWN,XRT.US,2018-04-10,2018-11-15,approved,user_reviewed_retail_industry_proxy
ON,SOXX.US,2022-09-06,2022-12-05,approved,user_reviewed_semiconductor_industry_proxy
TSCO,RTH.US,2020-06-05,2020-10-20,approved,user_reviewed_large_retail_industry_proxy
UAL,JETS.US,2018-09-17,2018-12-10,approved,user_reviewed_airlines_industry_proxy
IR,XHB.US,2019-05-01,2019-07-26,approved,user_reviewed_homebuilding_products_industry_proxy
PVH,,2021-01-04,2021-08-16,excluded,user_reviewed_no_direct_historical_industry_etf
WFC,KBWB.US,2021-04-15,2021-11-15,approved,user_reviewed_us_banks_industry_proxy
BSX,IHI.US,2019-01-28,2019-03-15,approved,user_reviewed_medical_devices_industry_proxy
COST,RTH.US,2021-11-05,2021-12-27,approved,user_reviewed_large_retail_industry_proxy
HES,IEO.US,2021-04-12,2021-07-15,approved,user_reviewed_oil_gas_exploration_industry_proxy
HII,ITA.US,2025-07-15,2025-12-26,approved,user_reviewed_aerospace_defense_industry_proxy
PXD,IEO.US,2016-06-20,2016-11-01,approved,user_reviewed_oil_gas_exploration_industry_proxy
QCOM,SOXX.US,2016-08-22,2016-12-15,approved,user_reviewed_semiconductor_industry_proxy
SATS,UFO.US,2026-05-26,2026-06-22,approved,user_reviewed_space_industry_proxy
TMO,IHI.US,2020-10-12,2020-11-20,approved,user_reviewed_medical_devices_industry_proxy
TWTR,SOCL.US,2021-01-04,2021-07-26,approved,user_reviewed_social_media_industry_proxy
KSU,IYT.US,2020-01-02,2020-02-26,approved,user_reviewed_transportation_industry_proxy
APA,XOP.US,2016-06-10,2016-12-27,approved,user_reviewed_oil_gas_exploration_industry_proxy
BIO,IHI.US,2020-09-15,2020-11-20,approved,user_reviewed_medical_devices_industry_proxy
FTNT,CIBR.US,2022-01-03,2022-04-05,approved,user_reviewed_cybersecurity_industry_proxy
HII,ITA.US,2022-07-01,2022-11-01,approved,user_reviewed_aerospace_defense_industry_proxy
SWKS,SOXX.US,2019-11-05,2019-12-26,approved,user_reviewed_semiconductor_industry_proxy
CCI,SRVR.US,2020-04-01,2020-06-15,approved,user_reviewed_data_infrastructure_real_estate_proxy
QCOM,SOXX.US,2021-01-04,2021-12-15,approved,user_reviewed_semiconductor_industry_proxy
AKAM,HACK.US,2023-08-15,2023-12-26,approved,user_reviewed_cybersecurity_industry_proxy
ALB,LIT.US,2017-01-03,2017-11-15,approved,user_reviewed_lithium_battery_industry_proxy
CTVA,MOO.US,2022-03-28,2022-12-12,approved,user_reviewed_agribusiness_industry_proxy
EXR,REZ.US,2016-03-28,2016-06-01,approved,user_reviewed_residential_multisector_reit_proxy
GILD,IBB.US,2023-02-15,2023-04-26,approved,user_reviewed_biotechnology_industry_proxy
HSY,PBJ.US,2022-02-22,2022-11-07,approved,user_reviewed_food_beverage_industry_proxy
GOOGL,FDN.US,2023-08-01,2023-10-20,approved,user_reviewed_internet_industry_proxy
IR,XHB.US,2018-01-02,2018-02-26,approved,user_reviewed_homebuilding_products_industry_proxy
K,PBJ.US,2024-08-12,2024-12-26,approved,user_reviewed_food_beverage_industry_proxy
RL,,2025-01-10,2025-10-27,excluded,user_reviewed_no_direct_historical_industry_etf
RMD,IHI.US,2021-08-10,2021-10-05,approved,user_reviewed_medical_devices_industry_proxy
UA,,2021-02-01,2021-09-01,excluded,user_reviewed_no_direct_historical_industry_etf
ANDV,CRAK.US,2018-05-01,2018-09-26,approved,user_reviewed_oil_refiners_industry_proxy
ANSS,IGV.US,2020-01-02,2020-02-26,approved,user_reviewed_software_industry_proxy
BIIB,IBB.US,2023-02-10,2023-05-15,approved,user_reviewed_biotechnology_industry_proxy
DISCA,PBS.US,2018-04-10,2018-10-10,approved,user_reviewed_media_industry_proxy
EBAY,IBUY.US,2020-06-05,2020-09-10,approved,user_reviewed_online_retail_industry_proxy
HAL,OIH.US,2023-01-05,2023-11-06,approved,user_reviewed_oil_services_industry_proxy
MAR,PEJ.US,2017-03-27,2017-12-26,approved,user_reviewed_leisure_travel_industry_proxy
NFX,XOP.US,2016-06-20,2016-09-06,approved,user_reviewed_oil_gas_exploration_industry_proxy
NOC,ITA.US,2019-08-15,2019-10-15,approved,user_reviewed_aerospace_defense_industry_proxy
RRC,XOP.US,2016-05-02,2016-07-26,approved,user_reviewed_oil_gas_exploration_industry_proxy
VRSN,HACK.US,2016-01-04,2016-03-28,approved,user_reviewed_cybersecurity_industry_proxy
CRM,IGV.US,2020-09-01,2020-11-20,approved,user_reviewed_software_industry_proxy
DG,RTH.US,2025-05-27,2025-08-26,approved,user_reviewed_large_retail_industry_proxy
GS,IAI.US,2017-01-10,2017-03-20,approved,user_reviewed_investment_services_industry_proxy
WELL,REZ.US,2024-08-12,2024-11-05,approved,user_reviewed_healthcare_residential_reit_proxy
BAC,KBWB.US,2016-11-15,2016-12-27,approved,user_reviewed_us_banks_industry_proxy
CHK,XOP.US,2017-01-03,2017-02-10,approved,user_reviewed_oil_gas_exploration_industry_proxy
CME,IAI.US,2019-01-02,2019-09-10,approved,user_reviewed_investment_services_industry_proxy
CNC,IHF.US,2017-06-15,2017-12-26,approved,user_reviewed_healthcare_providers_industry_proxy
DVA,IHF.US,2024-03-15,2024-11-05,approved,user_reviewed_healthcare_providers_industry_proxy
LEG,XHB.US,2019-11-01,2019-12-26,approved,user_reviewed_homebuilding_products_industry_proxy
WELL,REZ.US,2025-03-05,2025-07-10,approved,user_reviewed_healthcare_residential_reit_proxy
XL,KBWP.US,2018-05-10,2018-08-06,approved,user_reviewed_property_casualty_insurance_industry_proxy
GLW,,2024-07-15,2024-11-05,excluded,user_reviewed_no_direct_historical_industry_etf
LNC,KIE.US,2016-11-10,2016-12-27,approved,user_reviewed_insurance_industry_proxy
MAT,PEJ.US,2016-01-20,2016-10-26,approved,user_reviewed_leisure_entertainment_industry_proxy
TROW,KCE.US,2017-09-26,2017-12-26,approved,user_reviewed_capital_markets_industry_proxy
BKR,OIH.US,2022-01-26,2022-06-06,approved,user_reviewed_oil_services_industry_proxy
CNP,XLU.US,2025-04-07,2025-05-05,approved,user_reviewed_utilities_industry_proxy
CPRT,IYT.US,2018-09-04,2018-09-17,approved,user_reviewed_transportation_industry_proxy
GOOGL,FDN.US,2025-09-02,2025-12-26,approved,user_reviewed_internet_industry_proxy
GRMN,,2016-06-10,2016-10-20,excluded,user_reviewed_no_direct_historical_industry_etf
MOS,MOO.US,2025-05-12,2025-08-05,approved,user_reviewed_agribusiness_industry_proxy
O,ICF.US,2018-11-01,2018-12-26,approved,user_reviewed_us_reit_industry_proxy
ORCL,IGV.US,2025-08-15,2025-10-27,approved,user_reviewed_software_industry_proxy
CFG,IAT.US,2016-11-15,2016-12-27,approved,user_reviewed_regional_banks_industry_proxy
MMM,XLI.US,2025-02-03,2025-04-15,approved,user_reviewed_industrials_proxy
PSA,REZ.US,2022-02-07,2022-04-01,approved,user_reviewed_residential_multisector_reit_proxy
SLB,OIH.US,2023-02-21,2023-10-20,approved,user_reviewed_oil_services_industry_proxy
TER,SOXX.US,2021-01-15,2021-02-22,approved,user_reviewed_semiconductor_industry_proxy
WRK,WOOD.US,2024-01-10,2024-06-05,approved,user_reviewed_forest_products_industry_proxy
CME,IAI.US,2025-04-07,2025-07-21,approved,user_reviewed_investment_services_industry_proxy
FLT,IPAY.US,2019-05-01,2019-12-16,approved,user_reviewed_payments_industry_proxy
FTNT,CIBR.US,2023-05-22,2023-08-01,approved,user_reviewed_cybersecurity_industry_proxy
M,XRT.US,2018-03-05,2018-08-27,approved,user_reviewed_retail_industry_proxy
MSFT,IGV.US,2023-06-12,2023-11-06,approved,user_reviewed_software_industry_proxy
RMD,IHI.US,2019-01-10,2019-12-26,approved,user_reviewed_medical_devices_industry_proxy
TMUS,IYZ.US,2022-06-21,2022-10-20,approved,user_reviewed_telecom_services_industry_proxy
URI,PKB.US,2016-07-26,2016-12-27,approved,user_reviewed_building_construction_industry_proxy
ADBE,IGV.US,2024-01-02,2024-02-05,approved,user_reviewed_software_industry_proxy
CNC,IHF.US,2022-02-10,2022-08-05,approved,user_reviewed_healthcare_providers_industry_proxy
EXR,REZ.US,2022-01-03,2022-02-10,approved,user_reviewed_residential_multisector_reit_proxy
FE,XLU.US,2019-01-02,2019-01-28,approved,user_reviewed_utilities_industry_proxy
PGR,KBWP.US,2023-01-05,2023-12-15,approved,user_reviewed_property_casualty_insurance_industry_proxy
TMUS,IYZ.US,2025-02-26,2025-04-15,approved,user_reviewed_telecom_services_industry_proxy
WFC,KBWB.US,2022-01-18,2022-02-22,approved,user_reviewed_us_banks_industry_proxy
IP,WOOD.US,2024-08-05,2024-11-11,approved,user_reviewed_forest_products_industry_proxy
TER,SOXX.US,2020-11-27,2020-12-15,approved,user_reviewed_semiconductor_industry_proxy
TXN,SOXX.US,2016-07-20,2016-11-01,approved,user_reviewed_semiconductor_industry_proxy
AAL,JETS.US,2021-03-22,2021-06-10,approved,user_reviewed_airlines_industry_proxy
TFX,IHI.US,2019-06-20,2019-08-20,approved,user_reviewed_medical_devices_industry_proxy
UPS,IYT.US,2020-08-03,2020-12-28,approved,user_reviewed_transportation_industry_proxy
AIZ,IAK.US,2023-10-26,2023-12-20,approved,user_reviewed_insurance_industry_proxy
ALB,LIT.US,2025-10-27,2025-12-26,approved,user_reviewed_lithium_battery_industry_proxy
APA,XOP.US,2023-01-05,2023-11-01,approved,user_reviewed_oil_gas_exploration_industry_proxy
CMA,IAT.US,2022-01-10,2022-03-15,approved,user_reviewed_regional_banks_industry_proxy
CTLT,XPH.US,2020-11-27,2020-12-28,approved,user_reviewed_pharmaceuticals_industry_proxy
EIX,XLU.US,2016-05-02,2016-07-11,approved,user_reviewed_utilities_industry_proxy
ETR,XLU.US,2019-03-01,2019-11-01,approved,user_reviewed_utilities_industry_proxy
PGR,KBWP.US,2019-05-20,2019-07-15,approved,user_reviewed_property_casualty_insurance_industry_proxy
SHW,IYM.US,2019-10-10,2019-12-16,approved,user_reviewed_basic_materials_industry_proxy
VRSN,HACK.US,2018-07-02,2018-11-05,approved,user_reviewed_cybersecurity_industry_proxy
ABBV,IHE.US,2018-01-02,2018-01-26,approved,user_reviewed_pharmaceuticals_industry_proxy
ANSS,IGV.US,2019-11-26,2019-12-20,approved,user_reviewed_software_industry_proxy
CHRW,IYT.US,2024-08-05,2024-10-28,approved,user_reviewed_transportation_industry_proxy
CMI,CARZ.US,2016-05-20,2016-12-27,approved,user_reviewed_automotive_industry_proxy
MSFT,IGV.US,2016-01-04,2016-04-20,approved,user_reviewed_software_industry_proxy
MSI,XTL.US,2019-05-28,2019-09-05,approved,user_reviewed_communications_equipment_industry_proxy
RHI,,2022-01-18,2022-03-21,excluded,user_reviewed_no_direct_historical_industry_etf
URBN,XRT.US,2016-05-05,2016-11-21,approved,user_reviewed_retail_industry_proxy
ABBV,IHE.US,2022-03-10,2022-12-15,approved,user_reviewed_pharmaceuticals_industry_proxy
AXON,XAR.US,2024-12-20,2024-12-26,approved,user_reviewed_aerospace_defense_industry_proxy
CHTR,IYZ.US,2017-01-03,2017-08-01,approved,user_reviewed_telecom_services_industry_proxy
GDDY,FDN.US,2025-01-02,2025-02-10,approved,user_reviewed_internet_industry_proxy
ISRG,IHI.US,2023-04-20,2023-08-10,approved,user_reviewed_medical_devices_industry_proxy
TAP,PBJ.US,2022-06-27,2022-08-01,approved,user_reviewed_food_beverage_industry_proxy
TKO,PEJ.US,2025-06-20,2025-10-20,approved,user_reviewed_leisure_entertainment_industry_proxy
BWA,CARZ.US,2023-02-15,2023-04-20,approved,user_reviewed_automotive_industry_proxy
CHK,XOP.US,2016-07-11,2016-12-27,approved,user_reviewed_oil_gas_exploration_industry_proxy
JKHY,IPAY.US,2020-03-20,2020-07-06,approved,user_reviewed_payments_industry_proxy
KR,PBJ.US,2025-04-07,2025-07-10,approved,user_reviewed_food_beverage_industry_proxy
UAL,JETS.US,2016-11-07,2016-12-27,approved,user_reviewed_airlines_industry_proxy
AMP,KCE.US,2017-04-03,2017-12-05,approved,user_reviewed_capital_markets_industry_proxy
CBOE,IAI.US,2018-01-02,2018-02-05,approved,user_reviewed_investment_services_industry_proxy
CHTR,IYZ.US,2020-01-06,2020-03-02,approved,user_reviewed_telecom_services_industry_proxy
BBY,XRT.US,2020-02-03,2020-11-20,approved,user_reviewed_retail_industry_proxy
BMY,IHE.US,2020-01-02,2020-03-02,approved,user_reviewed_pharmaceuticals_industry_proxy
BX,PSP.US,2023-12-05,2023-12-26,approved,user_reviewed_listed_private_equity_industry_proxy
CLX,RHS.US,2018-10-22,2018-12-20,approved,user_reviewed_consumer_staples_industry_proxy
CNP,XLU.US,2016-04-26,2016-11-07,approved,user_reviewed_utilities_industry_proxy
CPB,PBJ.US,2020-02-26,2020-04-06,approved,user_reviewed_food_beverage_industry_proxy
FTNT,CIBR.US,2019-02-11,2019-12-26,approved,user_reviewed_cybersecurity_industry_proxy
GE,PPA.US,2021-01-20,2021-04-26,approved,user_reviewed_aerospace_defense_industry_proxy
HAL,OIH.US,2021-03-05,2021-04-01,approved,user_reviewed_oil_services_industry_proxy
T,IYZ.US,2016-02-26,2016-07-05,approved,user_reviewed_telecom_services_industry_proxy
TWTR,SOCL.US,2019-08-12,2019-09-26,approved,user_reviewed_social_media_industry_proxy
CPRT,IYT.US,2019-05-28,2019-07-15,approved,user_reviewed_transportation_industry_proxy
CPRT,IYT.US,2020-02-10,2020-11-10,approved,user_reviewed_transportation_industry_proxy
CTL,IYZ.US,2018-04-26,2018-11-05,approved,user_reviewed_telecom_services_industry_proxy
DAL,JETS.US,2025-01-02,2025-02-10,approved,user_reviewed_airlines_industry_proxy
DG,RTH.US,2016-04-05,2016-08-15,approved,user_reviewed_large_retail_industry_proxy
GL,IAK.US,2025-04-15,2025-05-01,approved,user_reviewed_insurance_industry_proxy
HES,IEO.US,2023-02-01,2023-10-26,approved,user_reviewed_oil_gas_exploration_industry_proxy
JEF,IAI.US,2017-01-03,2017-04-10,approved,user_reviewed_investment_services_industry_proxy
PSKY,GGME.US,2025-10-10,2025-11-03,approved,user_reviewed_media_gaming_industry_proxy
PSX,CRAK.US,2023-01-05,2023-12-26,approved,user_reviewed_oil_refiners_industry_proxy
TRIP,PEJ.US,2018-04-20,2018-06-20,approved,user_reviewed_leisure_travel_industry_proxy
CBRE,XLRE.US,2021-08-02,2021-08-20,approved,user_reviewed_real_estate_industry_proxy
